party_code,party_name,cand_number,cand_id,issue_1,issue_2,issue_3,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19
B,Radikale Venstre,14,B_14,"København skal være den bedste by at være ung i: København er en studieby, og der skal selvfølgelig være plads til unge som mig. Jeg stiller op, fordi vi inde på rådhuset skal turde lave politik, der gavner de unge. Det betyder meget mere udeservering, et mere sikkert natteliv og kulturtilbud, der ikke kun er for pensionisterne eller de små. Flere unge initiativer skal have kommunal støtte, fordi ungdomskultur også kultur.","Billigere boliger: Et tag over hovedet er en ret fed ting, hvis jeg selv skulle sige det. Men priserne på boliger stiger og stiger langt over, hvad SU-beløbet rækker. Vi skal bygge langt flere og mindre boliger, så vi har råd til at bo i vores egen by. Desuden skal vi have flere ungdoms- og studieboliger, så man kan læse i København uden frygt for hjemløshed, økonomisk usikkerhed eller at bo hjemme for evigt.","En social retfærdig by: For mig er en af de vigtigste opgaver at passe på dem, der har det sværest. København ‘huser’ ca. hver fjerde hjemløs. Vi skal sikre bedre forebyggelse, modtagelse og behandling af vores mest udsatte borgere. Ingen skal afvises ved døren på et krisecenter eller herberg, fordi der ikke er plads nok. Det er vores ansvar at sørge for, at alle bliver omfavnet og får den nødvendige hjælp.",-0.5,-1,-1,0.5,-0.5,0.5,1,0.5,0.5,-0.5,0.5,-0.5,-1,-1,1,-1,-0.5,0.5,1
B,Radikale Venstre,15,B_15,"Idrættens stemme: Væk med ventelisterne på idræt. Alt for mange børn, unge og voksne står på venteliste til at dyrke idræt og være med idrættens fællesskaber. Der mangler faciliteter og idrætsforeningerne mangler stabilitet. Idrætten har brug for en klar og tydelig stemme i København. Det vil jeg give den.","Skolen: I dag går knap 20% af alle børn i København i en friskole – og ventelisterne er lange. Det viser tydeligt, at mange forældre ønsker et alternativ til folkeskolen. Det skal være nemt at oprette små, lokale friskoler. På en friskole er der plads til mere forældreengagement, mere lokal selv bestemmelse og mere frihed til lærerne.","Det blå København: København skal være verdens største blå idrætsanlæg. Et paradis for svømmere, badende, roere, kajakroere, sejlere, sportsdykkere, stand up paddles og befolkningen i øvrigt. Jeg drømmer om flere badezoner, havsvømmebaner, god tilgængelighed og fokus på sikkerhed. Og så skal havnen være for alle = ingen private kajkanter m.v.",-0.5,-0.5,-1,0.5,-0.5,1,0.5,1,1,1,0.5,-1,-1,-1,0.5,-1,0.5,1,0.5
B,Radikale Venstre,16,B_16,"Stormflodssikring med naturhensyn: København nyder særdeles godt af den skønne placering ud mod Øresund. Men den lange kystlinje kan i fremtiden blive en trussel mod vores kulturarv og infrastruktur i tilfælde af stormflod og stigende vandstand. Jeg vil arbejde for en løsning, der både beskytter København, og giver os mulighed for at nyde kysten som et rekreativt område - uden at vi bliver lukket inde af store betondiger.","Vi skal investere mere i de mindste: Dagtilbuddene skal løftes. De mindste børn fortjener uddannede pædagoger, trygge rammer med plads til leg. Derfor skal vi investere i flere uddannede pædagoger og bedre fysiske rammer – så alle børn får et godt springbræt videre i livet. Og så skal flere kunne få passet deres børn tættere på hjem.","Idræt og fritidsliv for alle: Jeg mener, at et aktivt fritidsliv er lige så vigtigt som en god skoledag. Derfor duer det ikke, at mange børn i dag står på ventelister til deres drømmesport. Jeg vil gerne være en stærk idrætsstemme på rådhuset, for som fhv. fodboldspiller og -dommer har jeg alt for ofte set, hvor ærgerlige prioriteringerne ser ud i marken – dårlig belysning, manglende finansering af sociale indsatser og alt for",0.5,-0.5,-1,0.5,-0.5,0.5,1,0.5,0.5,0.5,-0.5,-0.5,-1,-1,0.5,-0.5,-0.5,0.5,0.5
C,Det Konservative Folkeparti,1,C_1,"Parkering - parkeringsgaranti til alle med en parkeringslicens: Parkeringsgaranti til alle københavnere med en beboerparkeringslicens. Det er megafrustrerende ikke at kunne finde en ledig parkeringsplads. Vi frygter, hvordan Kbh kommer til at se ud, hvis Enhedslisten og venstrefløjen får held med at nedlægge pladser i en by, hvor vi mangler parkeringspladser. Vi vil af med tomme delebilspladser og tomme elbilspladser, så alle københavnere kan parkere frit.","Metro - til alle bydele og indenfor 600 meter fra alle boliger: Vi ønsker syv nye linjer inden for 25 år. Vi ønsker Metro til Rigshospitalet, Bispebjerg, Bellahøj, Brønshøj, samt Valby og Hvidovre Hospital. vi skal også have en metrolinje med stop på Amagerbrogade. I fremtiden ønsker vi Metro indenfor 600 meter fra alle boliger, og så man kan komme hvor som helst i København på en halv time.","Klima - skybrudssikring og stormflodssikring af København: Vi skal have sikret, at København og byens kældre ikke står under vand ved skybrud og stormflod. Hver en oversvømmelse er en menneskelig tragedie, en klimamæssig tragedie og en økonomisk tragedie. Vi skal passe på vores by og vores hjem. Det haster med klimahandling.",1,1,0.5,1,-1,1,1,0.5,1,1,-1,-1,1,1,0.5,0.5,1,0.5,-1
C,Det Konservative Folkeparti,2,C_2,Fællesskab,"Frihed: Jeg vil først og fremmest give københavnerne flere af deres egne penge tilbage gennem lavere skatter. Men jeg vil også give mere frihed til at vælge hvordan man vil indrette sit liv i byen. Det gælder blandt andet valget mellem hjemmepasning, privat eller kommunal pasning af ens børn. Eller om man foretrækker at tage cyklen, metroen eller bilen. Der skal være plads til alle dele.","Fremtid: Jeg kæmper for et København der fungerer i fremtiden. Det kræver, at vi også gør plads til den næste generation, samt alle dem der flytter til byen. Jeg kæmper for en by hvor vi bygger flere boliger til flere mennesker. Både dem der lige er flyttet hjemmefra, og dem der lige er kommet til verden. Og så kæmper jeg for at klimasikre byen, nu, for ellers har den ingen fremtid.",0.5,1,-0.5,0.5,-1,1,1,-0.5,1,1,1,-0.5,1,-0.5,-0.5,0.5,0.5,1,-0.5
C,Det Konservative Folkeparti,3,C_3,"Parkering og fremkommelighed: Realistisk parkeringsnorm der gør at almindelig københavner kan få hverdagen til at hænge sammen, et niveau for parkeringstakster der gør at ingen københavner udelukkes fra at have en bil hvis de ønsker dette. Fremkommelighed i byen – det skal være muligt at komme rundt i byen uden unødige forhindringer og begrænsninger.","Ro på byen – balance imellem gang i byen og et hjemmeliv der fungerer: Det skal være muligt at sove i sin egen seng om natten uden at blive vækket af larm fra gaden, det skal dog også være muligt at gå ud for at have det sjovt – så der skal sikre en balance, som en del af denne balance arbejdes der for en general regel om at udeservering stopper kl. 22:00 på hverdag, men samtidig skal det være muligt for udvidet udeservering i områder hvor det ikke genere naboerne.","Ordentlig adgang til fritidsaktiviteter for ALLE Københavns Børn og unge: Der er er behov for flere og bedre idrætsfaciliteter såvel som musikskoler og klubhuse for børn og unge, gode og sunde fritidsaktiviteter er en vigtig del af det gode børneliv, derfor skal vi i København sørger for bedre faciliteter således at vores børn kan få det gode børneliv og derved det bedst afsæt for livet.",0.5,0.5,0.5,0.5,-0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,1,0.5,-0.5,-0.5,0.5,0.5,-1
C,Det Konservative Folkeparti,4,C_4,"Styrk Københavns erhvervsliv: Det ser sort ud for de små butikker og erhvervsdrivende, som skaber lokalmiljø og velstand. Nu skal de reddes. Det skal bl.a. ske gennem at skabe ordentlige parkeringsforhold og generelt bedre betingelser.","Mere kultur og flere positive fællesskaber: Kulturlivet er afgørende for vores trivsel og sammenhængskraft. Derfor skal vi styrke købehavns kultur- og foreningsliv. Biblioteker er f.eks. ren kernevelfærd, så dem skal vi passe på. Og så skal vi sørge for stærke idræts- og kulturtilbud til børn og unge,","Respekt for Københavns bilejere: Vi skal stoppe hetzen imod byens bilejere. Det er ikke kriminelt at holde bil, derfor skal vi gøre det nemmere og billigere. Vi skal reelt giver københavnerne en parkeringsgaranti.",1,1,1,1,-1,1,-0.5,-0.5,1,1,-1,-1,1,1,-1,1,1,0.5,-1
C,Det Konservative Folkeparti,5,C_5,"Som ældre er det vigtigt, at det er et kendt ansigt, der kommer og hjælper: Derfor kæmper jeg politisk for faste teams i ældreplejen. For bedre mad, man faktisk har lyst til at spise. Og for, at omsorg og nærvær ikke bliver glemt i en travl og presset hverdag. Jeg bruger min faglighed som sygeplejerske i mit politiske arbejde. Det giver en særlig indsigt. Jeg ved, hvordan det føles, når der mangler kolleger. Når borgeren ikke bliver hørt. Eller når plejepersonalet ikke f","En parkeringsplads, når du har brug for den: I København skal hverdagen hænge sammen – også for dem, der kører bil. Vi skal stoppe parkeringskaosset, genetablere korttidsparkering ved hospitalerne og skabe flere pladser dér, hvor behovet er størst. Det handler om frihed, tryghed og respekt for den tid, folk bruger på at få hverdagen til at fungere.","Metro til Rigshospitalet, Brønshøj og Hvidovre Hospital.Central affaldssortering: En by der hænger sammen – og hvor hverdagen fungerer. København skal have metro helt til Rigshospitalet, Hvidovre og Brønshøj, så patienter, personale og pårørende nemt kan komme frem. Og vi skal have central affaldssortering, der gør det lettere at være grøn – ikke sværere.",0.5,0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,1,0.5,-0.5,-0.5,1,0.5,-0.5,0.5,0.5,0.5,-1
C,Det Konservative Folkeparti,6,C_6,"Flere fællesskaber: Flere fællesskaber gør København stærkere og mere tryg. Når vi mødes i foreninger, kulturtilbud eller lokale netværk, mindsker vi ensomhed og skaber sammenhold. Jeg ønsker, at kommunen understøtter de fællesskaber, vi allerede har, og gør det lettere at skabe nye, så alle kan føle, at de hører til.","Flere boliger: Vi skal bygge flere boliger i København, men vi skal også blive bedre til at udnytte de kvadratmeter, vi allerede har. Det betyder, at vi skal indrette lofter til boliger og omdanne tomme erhvervslokaler, hvor det giver mening. På den måde kan vi skabe flere hjem uden at udvide byen unødigt og samtidig afhjælpe presset på boligmarkedet.","Et trygt natteliv: Et levende natteliv kræver, at trygheden følger med. Derfor skal vi have bedre belysning på byens gader, stier og pladser, så man kan færdes sikkert - også efter mørkets frembrud. Samtidig skal vi have flere tryghedsvagter og en bedre indsats i nattelivet, så København bliver en by, hvor man trygt kan tage til koncert, tage i byen eller bare tage hjem fra studiet – uanset tidspunkt på døgnet.",0.5,0.5,-0.5,0.5,-1,1,0.5,-0.5,0.5,0.5,-0.5,-1,1,0.5,-0.5,-0.5,-0.5,1,-1
C,Det Konservative Folkeparti,7,C_7,Mere metro: Vi bliver flere og flere københavnere. Metro er kritisk for at vi kan komme rundt. Metro til bl.a. Brønshøj og Rigshospitalet.,Flere parkeringspladser: Stop hetz mod biler og indfør parkeringsgaranti.,"Et trygt og sikkert København: Et klimasikkert København, så vi undgår vand i kældre og kælderrum. Stormflodssikring af København. Skybrudssikring af Lyngbyvej, så vi undgår vand i kældrene. Beredskabsplaner for København i tilfælde af alvorlige hændelser. Et synligt ordenskorps, så det er trygt at gå på gaden.",0.5,0.5,-0.5,0.5,-0.5,1,0.5,-0.5,0.5,1,-1,-0.5,1,0.5,0.5,-0.5,0.5,0.5,-1
C,Det Konservative Folkeparti,8,C_8,"Trafik og parkering: København skal have flere og bedre parkeringsmuligheder: Stop nedlæggelser, genetablér pladser og åbn de mange reserverede arealer for beboerne. Byg nye anlæg og kræv erstatningspladser ved byggeri. Giv københavnerne fair vilkår med lavere licenser, gratis weekendparkering og fleksibel adgang til byens pladser.","Erhvervslivet: København skal være en by, hvor det er nemt at starte og drive virksomhed uden at drukne i bureaukrati. Vi skal have en erhvervsvenlig kommune, der giver plads til borgere, boliger og erhverv, og som prioriterer vækst, arbejdspladser og frihed frem for kontrol og regler. Et godt erhvervsliv giver bedre til velfærd.","Klima og miljø: Klimapolitik skal virke. Vi skal energirenovere kommunens bygninger, stormsikre byen, beskytte borgere og sikre rent vand i havnen. Det gavner hverken klima eller borgere, hvis benzin- og dieselbiler tvinges til lange omveje, eller hvis trafik-øer skaber unødvendig omkørsel.",0.5,0.5,-0.5,0.5,-1,1,0.5,-0.5,1,0.5,-1,-0.5,1,0.5,-0.5,0.5,0.5,0.5,-1
C,Det Konservative Folkeparti,9,C_9,"Metro til hele København: København skal hænge bedre sammen. Med nye metrolinjer kan vi gøre det muligt at komme rundt i hele byen på under 30 minutter. Vi vil bygge 8 nye linjer til bl.a. Valby, Brønshøj og byens hospitaler. Det er en hurtig, grøn og effektiv måde at forbinde vores by.","Automatisk affaldssortering med robotter: Vi skal skifte til moderne affaldssortering, hvor robotter sorterer på anlæg fremfor, at vi sorterer i vores køkkener. Oslo gør det allerede, og DTU anbefaler det. Det er billigere, giver større klimagevinst og fjerner den daglige larm fra skraldElbiler.","Gør plads til både biler, cykler og træer: Jeg vil have en mere grøn by med plads til cykler og træer. Derfor skal p-pladser under jorden. Men parkeringskælderne skal bygges, før vi sløjfer gadeparkering. For i dag spilder alt for mange tid på at lede efter en p-plads. Vi københavnere skal kunne få arbejds- og familieliv til at hænge sammen i hverdagen.",0.5,-0.5,-0.5,1,-1,0.5,1,0.5,0.5,0.5,-0.5,-0.5,0.5,-0.5,0.5,-0.5,0.5,0.5,-0.5
C,Det Konservative Folkeparti,10,C_10,"Natur og grønne områder: Jeg mener, at vore grønne områder, parker, små oaser og åndehuller er afgørende at bevare. Både for naturens egen skyld, men også fordi de betyder livskvalitet og giver byen sjæl. Vi har brug for flere boliger, men ikke på bekostning af vore grønne åndehuller.","Metro og fremkommelighed: 2025 bør være året hvor vi beslutter metro til alle bydele i København, så hele byen er tæt på enten metro eller S-tog. Det er ikke tilfældet i dag. Metro til hele København - det kan kun gå for langsomt.","Ældrepleje og den gode alderdom: København er en by i forandring. Vi bliver langt flere ældre i årene der kommer. Det kommer til at stille enormt store krav til os alle, og hvordan vi skaber rammer for en god og værdig alderdom. Vi må være åbne for velfærdsteknologi og arbejde benhårdt på at sikre kvalificerede medarbejdere og høj faglighed i ældreplejen.",0.5,-0.5,-0.5,0.5,-1,1,1,-0.5,1,0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5,0.5,0.5,-1
C,Det Konservative Folkeparti,11,C_11,"København skal fungere i hverdagen: Natur og miljø bør ""naturligvis"" have et stort fokus, og skal kunne gå hånd i hånd med et København som skal kunne fungere i hverdagen for byens borgere og erhvervsdrivende. Derfor skal der være en helt fornuftig vekselvirkning mellem tiltag til borgerne og løsninger til gavn for vores natur og miljø. København skal tilbage til borgerne med fokus på hverdagslivet.","Flere parkeringspladser og mere metro under jorden: Vi skal sikre flere parkeringspladser til vores biler - en reel parkeringsgaranti når vi betaler for en p-licens. Prisen for p-licenser bør ensrettes - prisen for to ens biler bør koste det samme uanset hvor du bor i byen. Samtidig skal vi have mere metro - under jorden, ud til alle byens hospitaler. Alle borgere skal behandles med respekt ift. individuelle behov transport.","Trafiksikkerhed og idrætsfaciliteter: Byen skal være sikker at færdes i, og trafiksikkerheden styrkes, især for bløde trafikanter. Vi skal have flere sikre passager over og under store indfaldsveje, som ved eks. Sydhavnsgade, hvor infrastrukturen er mangelfuld og farlig – især for børn og ældre. Samtidig skal idrætsfaciliteter løftes, da København ligger langt under landsgennemsnittet. Sport, sundhed og fællesskab kræver bedre rammer.",0.5,0.5,-0.5,1,-1,0.5,1,0.5,1,1,-1,-0.5,1,0.5,-0.5,-0.5,0.5,1,-1
C,Det Konservative Folkeparti,12,C_12,Bedre forhold for det lokale erhvervsliv,Bedre og sikre skoler med høj faglighed,Lave offentlige driftsudgifter,0.5,0.5,-0.5,1,-0.5,1,-0.5,-0.5,0.5,1,-1,-0.5,0.5,-0.5,-0.5,-0.5,0.5,1,-1
C,Det Konservative Folkeparti,13,C_13,"Respekt i skolen og på rådhuset. Borgerne først.: Respekt betyder arbejdsro og trivsel i folkeskolen, hvor læreren har autoritet og børn får de bedste rammer for læring. Respekt er også, at rådhuset møder borgerne i øjenhøjde, lytter og handler. Borgerne skal opleve en kommune, der er til for dem – ikke omvendt.","Stærkere fællesskaber gennem idræt, foreninger og mobilitet: Fællesskabet binder byen sammen. Idræt og foreningsliv skaber glæde, sundhed og stærke relationer på tværs af generationer og de skal have bedre vilkår. Men fællesskab kræver også, at hverdagen hænger sammen. Derfor skal vi sikre mobilitet og parkering, så både familier og erhvervsliv kan mødes, leve og arbejde i byen.","Mindre bureaukrati og bedre rammer for vækst: Fremgang skabes, når erhvervslivet får plads til at vokse. Vi skal skære ned på bureaukratiet, styrke samarbejdet mellem kommune og erhverv og skabe rammer for vækst. Det giver nye arbejdspladser, udvikling og styrke til hele byen. Et København i fremgang gavner både borgere, foreninger og erhvervsliv.",1,0.5,0.5,1,-1,1,1,-1,1,1,-1,-1,1,0.5,-0.5,-0.5,1,0.5,-1
C,Det Konservative Folkeparti,14,C_14,"Rent drikkevand: Indenfor 10 år vil der mangle drikkevand til 100.000 mennesker i København. Hvis ikke vi skal til at drikke vand, der smager af klor, skal vi gøre noget nu. Bl.a. lægge nye rør og lave samarbejdsaftaler med omkringliggende kommuner.","Klimasikring: København er på ingen måde klar hvis der kommer oversvømmelse. Hvad der før var 10-års hændelser er nu 3-års hændelser, og det bliver kun værre. Det tager mange år at implementere klimasikring, og hvis vi skal være klar til når ulykken rammer, skal vi gøre det nu.","Fællesskab gennem sport og kultur: Der er stor mangel på de sports- og kulturfaciliteter, der er behov for, for at Københavnerne kan mødes på tværs af alder, køn, etnicitet, mm. og enes og skabe fællesskaber. Det har vores samfund og demokrati brug for. Man bliver generelt mindre sure på hinanden, hvis man ofte ses til hækling eller boksning.",0.5,-0.5,-0.5,0.5,-1,0.5,0.5,-0.5,0.5,-0.5,0.5,-1,0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5
C,Det Konservative Folkeparti,15,C_15,"Flere ressourcer til unge i mistrivsel: Alt for mange unge lider under ventetid til psykiatrien, og man kan risikere at skulle vente i over et år på at komme i behandling. Dette har store menneskelige omkostninger, som man skal handle på nu.","Ren og smuk by: I København mangler vi rigtig mange skraldespande. Dette fører til en grim by, da folk ende med at smide det på jorden.","Mere tryghed i nattelivet: Da København er en hovedstad, har vi også et stort natteliv. Mange kan føle sig utrygge, hvilket tryghedsvagter kan afhjælpe. Flere tryghedsvagter, og bedre belysning ville gøre en kæmpe forskel.",0.5,-0.5,-0.5,0.5,-0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,1,-0.5,-0.5,-0.5,-0.5,0.5,-1
C,Det Konservative Folkeparti,16,C_16,"Tryghed og sikkerhed: Tryghed og sikkerhed en by, der fungerer for alle uanset baggrund, med trygge byrum","Et fælleskab der tager ansvar.: Familien først, støtte til børn, forældre og bedste forældre. Ingen efterlads, særlig opmærksomhed på ældre og social udsatte.","Styrket beredskab: Styrket beredskab med klare planer og hurtig indsats, så København er forberedt på uforsete hændelser. Også i usikre tider.",1,0.5,-1,1,-1,1,1,0.5,1,1,0.5,-1,1,0.5,-1,-0.5,1,1,-1
C,Det Konservative Folkeparti,17,C_17,"Parkering: Der er for få parkeringspladser i København, El bils parkeringspladserne og dele bils parkeringen bør gentænkes.",Metro: Vi skal have metro ud til alle bydelene- Særdeles mellem de bydele hvor der er hospitaler F.eks. Bispebjerg eller er et knudepunkt,Stormflods sikring: Byen skal sikres mod oversvømmelser og klimaforandringer,0.5,-0.5,0.5,1,-1,1,0.5,1,0.5,0.5,-0.5,-0.5,1,1,0.5,-1,-0.5,1,-1
C,Det Konservative Folkeparti,18,C_18,"Stop for nedlæggelse af P-pladser,: Fordi det skal være muligt at parkere sin bil, ikke alle kan svinge sig op på en cykel. København skal fungere i hverdagen for alle.","Børn og familie: København skal tilbyde det bedste børneliv i Danmark, herunder landets folkeskoler. Vores daginstitutioner skal være i top, så børnene bliver passet, udfordret i trygge omgivelser med kompetente engagerede voksne.","Byen er også de ældres og de sociale udsatte .: Vi skal behandle vores ældre, de fortjener ,at vi viser dem den nærhed ,pleje og omsorg de har behov for, men det skal ske med værdig og med respekt. Vi skal hjælpe de social udsatte så de kan få et liv.",0.5,-1,0.5,0.5,-1,1,0.5,-0.5,-0.5,0.5,-0.5,-0.5,1,1,-0.5,0.5,0.5,-0.5,-1
C,Det Konservative Folkeparti,19,C_19,"Flere ejerboliger i København: Kun 19% af boligerne i København er ejerboliger i dag. Jeg ønsker at hæve det tal til 40%, bl.a. ved at give lejere mulighed for at købe deres bolig – også almene boliger. Det vil give et mere fair marked og gøre det nemmere for unge førstegangskøbere at få foden indenfor.","En grøn omstilling, hvor alle kan være med: Der skal være flere genbrugsbutikker og byttestationer i hele byen, ikke kun i udvalgte kvarterer. Vi ønsker at gøre det lettere at vælge genbrug både i dagligdagen og når du shopper. Vi ønsker flere lokale genbrugsstationer i bydelene, samarbejde med butikker om bytte- og returordninger, en digital platform for borger-til-borger-genbrug og mere fokus på reparation og genbrug i kommunen.","Mere ilt til lungerne – og til søerne: København skal være grøn, ikke rød af forurening. Vi skal kunne trække vejret, både i overført og bogstavelig forstand. Når du løber en tur rundt om søerne, skal du ikke trække bil-os ned i lungerne. Du skal kunne mærke ilten og se vandet være rent og levende. Vi vil arbejde for flere grønne områder i byen, så både mennesker og biodiversitet får bedre vilkår. Søerne skal ikke være en skraldespand",0.5,0.5,-0.5,0.5,-1,1,1,-1,1,0.5,-1,-1,1,1,-0.5,0.5,1,0.5,-1
C,Det Konservative Folkeparti,20,C_20,"Plads til bilisterne: Mange familier og ældre er afhængige af at have bil i byen. Jeg vil sikre, at der fortsat er parkeringspladser til københavnerne – ikke kun til pendlere og turister. En grøn omstilling må ikke ske ved at presse almindelige borgere ud af byen.","Plads til alle: Mange familier og ældre er afhængige af at have bil i byen. Jeg vil sikre, at der fortsat er parkeringspladser til københavnerne – ikke kun til pendlere og turister. En grøn omstilling må ikke ske ved at presse almindelige borgere ud af byen.",,-0.5,0.5,-0.5,0.5,-1,1,-0.5,-0.5,1,0.5,-1,-1,1,0.5,-0.5,-0.5,0.5,1,-1
C,Det Konservative Folkeparti,21,C_21,,,,0.5,-0.5,-0.5,-0.5,-1,0.5,-0.5,0.5,0.5,0.5,-1,-0.5,1,-0.5,0.5,-0.5,0.5,0.5,-1
C,Det Konservative Folkeparti,22,C_22,"Metro: Der skal etableres metro til alle bydele. Det er dyrt, men det er en langsigtet investering i fremtiden. Hvis vi ikke bygger mere metro nu, så vil de kommende generationer undre sig over vores visioner.","Børnefamilier: København er på mange måder en god by for familier med børn. Der er kommet styr på skolerne, og der er mange grønne og rekreative områder i byen. Vi skal fastholde og forbedre forholdene for børnefamilierne.","Fasthold byens særpræg: København har bydele med forskellige særpræg som skal bevares. Vi skal fastholde middelalderbyens bygingsmasse og undgå nedrivninger. Villakvartererne skal hverken fortættes eller bebygges mere. Til gengæld kan der bygge nye og flere boliger langs indfaldsvejne og i de helt nye kvarterer, bl.a. Lynetteholm.",1,-1,-0.5,1,-1,1,1,1,0.5,0.5,-0.5,-0.5,1,-0.5,-1,0.5,1,1,-1
C,Det Konservative Folkeparti,23,C_23,Erhverv: Skabe muligheder for detailhandlen og erhvervslivet generelt i københavn som bidrager til vækst og flere arbejdspladser,"Kultur: Give frivillige foreninger bedre vilkår, bla. ved at øge antallet af idrætsanlæg i københavn",Københavns kanaler: Der skal være plads til vi kan bruge københavns kanaler og vandmiljø. Så alle kan bruge havnen,0.5,0.5,-0.5,1,-1,1,1,0.5,1,1,0.5,-1,1,-0.5,-0.5,-0.5,0.5,1,-0.5
C,Det Konservative Folkeparti,24,C_24,"Børn skal have trygge rammer i daginstitutionerne og skolen: Det er vigtigt børn vokser op i trygge forhold, så de kan udvikle sig og tage imod læring. Børn bruger ca. 1/3 af deres hverdag i institutioner, derfor er det vigtigt forholdene i vuggestuer, børnehaver og skole har de rette forudsætninger for at have et godt børneliv. Derfor skal der være nok voksne til at varetage børnenes trivsel i hverdagen. Børn er fremtidens voksne.","Ældre skal have mulighed for indflydelse på eget liv: Ældre borgere har været med til at opbygge samfundet til det gode velfærdssamfund, vi har i dag. Med alderen kan ældre borgere svækkes kognitivt som fysisk. Derfor skal ældre borgere have mulighed for at have indflydelse på eget liv og få en værdig afsked med livet.","Sundhedssystem i København skal være nemt og tilgængelig i hverdagen: Alle københavner skal have adgang til praktiserende læge. I dag mangler der praktiserende læger i København, og det resulterer i lange ventetider for lægebesøg. Det vil øge københavnernes sundhed, hvis borgerne får hurtigere adgang til lægekonsultation. Ligeledes vil det også have stor betydning, hvis kommune og region kan arbejde sammen i sager, hvor der er brug for tværfaglig samarbejde.",0.5,-0.5,0.5,1,-1,0.5,0.5,0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,-1,0.5,-1
C,Det Konservative Folkeparti,25,C_25,Bedre sportsfaciliteter: De eksisterende sporttsfaciliteter trænger mange steder til et kvalitetsløft.,"Flere sportsfaciliteter: Københavns Kommune er den kommune i Danmark, hvor der er flest indbyggere per sportsfacilitet. Dette bliver for mange en barriere i forhold til at være fysisk aktiv.",,1,1,0.5,1,-1,0.5,0.5,-1,-0.5,1,-1,-1,1,0.5,-1,0.5,-0.5,0.5,-1
C,Det Konservative Folkeparti,26,C_26,Parkering,,,0.5,1,0.5,0.5,-0.5,1,0.5,-1,0.5,1,-1,-0.5,1,-0.5,-0.5,-1,-1,0.5,-1
C,Det Konservative Folkeparti,27,C_27,"Mere metro og et København, hvor trafikken fungerer for alle: Jeg vil arbejde for mere metro og en infrastruktur, der fungerer for alle trafikanter – cyklister, fodgængere og bilister. Samtidig skal vi sikre, at udviklingen ikke sker på bekostning af parkering, som fortsat er vigtig for både beboere og erhvervsliv.","Klimasikring af København haster – både mod vand fra hav og himmel: Klimasikring af København kan ikke vente. Byen skal beskyttes mod både stormflod fra havet og skybrud fra himlen. Vi har brug for konkrete planer og handling nu, så borgere, boliger og infrastruktur står trygt i fremtiden. En robust klimasikring er en investering i tryghed og livskvalitet.","Ørestad skal have en ny masterplan. Ørestad skal være grønnere, og mere levende: Ørestad skal have en ny masterplan. Den eksisterende plan fra 90’erne er forældet og fungerer ikke længere efter hensigten. 30 år senere er det tid til at rette op – til gavn for både beboerne og miljøet. Vi skal skabe en levende, grøn og bæredygtig bydel, hvor fællesskab og hverdagsliv fungerer bedre.",1,0.5,-0.5,1,-1,1,1,1,1,1,0.5,0.5,1,0.5,-0.5,-1,-0.5,1,-1
C,Det Konservative Folkeparti,28,C_28,"Parkeringspladser: Du skal som københavner have mulighed for at benytte lige akkurat det transportmiddel du ønsker, kommunen skal ALDRIG sætte begrænsninger, lige meget om du vil have en bil, eller hellere vil tage metroen.","Fornuftig brug af skattekroner: I Københavns Kommune bliver alt for mange af dine penge ødslet væk på prestige projekter og anden brug, der ikke kommer den almene borger til gode. Det er på tide at sige STOP og bruge dine og mine penge fornuftigt.","Boliger: Der skal bygges markant flere ejerboliger i kommunen, der skal være boliger i flere størrelser, så mange flere får mulighed for at komme ind på ejermarkedet, da dette er den bedste måde at investere sine penge på en sikker måde over lang tid. Unge mennesker skal have samme muligheder som den ældre generation, dette kræver mange flere boliger end der pt er planlagt.",1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,0.5,1,1,-1
C,Det Konservative Folkeparti,29,C_29,"Mulighed for parkering i hele København: København skal være en by for mennesker – ikke en by imod biler. Jeg vil arbejde for flere beboerpladser, smartere parkeringsløsninger og rimelige vilkår for familier, håndværkere og erhvervsliv. Det skal være nemmere at få hverdagen til at hænge sammen.","Unge med retning og ansvar: Vi skal give unge muligheder – ikke undskyldninger. Flere fritidsjobs, praktikpladser og stærke foreninger skal give fællesskab og retning. Tidlig indsats skal hjælpe unge på vej, før problemerne vokser. Alle unge skal have en plads i fællesskabet.","Mere natur – med sund fornuft: Jeg vil have flere grønne åndehuller i byen, hvor naturen er tæt på københavnerne. Vi skal passe bedre på de grønne områder, vi allerede har, og skabe nye små parker og træplantninger, hvor det giver mening. Grøn politik – uden symbolpolitik.",1,0.5,0.5,1,-1,1,0.5,-0.5,1,1,-1,-0.5,1,0.5,0.5,-0.5,1,0.5,-1
